Gene_ID	SRR1747299	SRR1747301	SRR1747399	SRR1747397	SRR1747395	SRR1747303
ENSG00000280109	4.066	2.071	2.01	2.092	4.036	5.029
ENSG00000263681	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226496	0.0	4.0	1.0	1.0	0.0	0.0
ENSG00000207147	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000235123	1.007	1.018	0.0	2.295	3.012	2.842
ENSG00000263973	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000171587	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000183036	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000183067	3.0	1.0	1.0	2.0	0.0	1.0
ENSG00000231713	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000183778	4.049	4.007	3.064	4.426	5.004	2.201
ENSG00000228349	0.0	4.0	0.0	0.0	0.0	0.0
ENSG00000185437	11.0	16.999	9.0	10.0	8.0	12.0
ENSG00000182093	227.0	233.797	222.0	211.999	300.334	243.441
ENSG00000227406	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000252915	1.0	3.0	2.0	0.0	1.0	1.0
ENSG00000238141	2.0	0.0	0.0	0.0	3.0	1.0
ENSG00000232608	1.0	1.0	0.0	1.0	2.0	2.0
ENSG00000272991	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000185658	2710.71	3063.28	1952.87	2197.59	2528.41	2823.31
ENSG00000183527	172.435	135.062	125.039	129.023	129.068	168.125
ENSG00000237721	3.0	2.0	3.0	5.0	3.0	6.0
ENSG00000235888	7.0	1.0	2.0	5.0	7.0	9.0
ENSG00000232837	0.0	0.0	1.0	1.0	1.0	1.0
ENSG00000229925	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229986	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000223806	1.234	3.002	2.673	6.526	9.329	6.68
ENSG00000226012	1.0	1.0	1.0	6.0	5.0	1.0
ENSG00000233316	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000270835	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000223608	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000184029	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000157540	2298.67	2209.99	2182.0	1969.0	3072.22	2457.0
ENSG00000273210	4.0	2.0	4.0	3.0	5.0	3.0
ENSG00000272948	12.533	11.0	4.0	6.0	11.0	12.0
ENSG00000242553	13.808	6.0	13.0	7.897	8.0	10.807
ENSG00000230366	8.192	4.0	1.0	4.103	3.0	5.193
ENSG00000228677	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000182670	2363.86	2546.62	1657.04	1823.51	2469.53	2689.34
ENSG00000185808	137.822	129.799	116.631	99.169	123.3	154.493
ENSG00000212136	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000183145	8.633	10.637	6.641	14.853	8.369	9.013
ENSG00000207416	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000199806	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237646	2.0	0.0	0.0	0.0	0.0	0.0
ENSG00000159263	18.032	10.784	15.138	10.971	16.542	19.788
ENSG00000223741	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000279365	13.558	2.385	4.327	13.81	10.605	13.618
ENSG00000159259	55.458	74.325	54.962	64.09	101.691	65.07
ENSG00000273199	0.0	1.001	1.001	2.0	5.0	0.0
ENSG00000142197	728.151	579.003	606.876	772.537	944.0	740.627
ENSG00000159231	25.117	26.588	19.083	36.617	24.086	41.541
ENSG00000214889	0.0	0.0	0.0	2.282	0.0	0.0
ENSG00000236830	45.965	73.456	65.301	53.228	65.812	87.547
ENSG00000226054	3.0	2.743	0.0	0.0	1.322	3.039
ENSG00000233393	21.241	24.773	18.269	22.601	23.171	24.452
ENSG00000236677	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000189089	0.0	0.0	0.0	0.0	0.0	1.024
ENSG00000214914	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231106	0.0	0.0	0.0	0.0	0.0	1.0
ENSG00000234008	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229761	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000211590	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230794	0.0	3.0	1.0	1.0	0.0	0.0
ENSG00000223671	0.0	2.0	0.0	0.0	0.0	0.0
ENSG00000234703	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000159216	1350.32	1042.65	1026.39	929.193	1518.27	1091.82
ENSG00000230978	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000180509	171.061	136.108	213.297	106.038	122.325	134.282
ENSG00000272958	0.0	4.422	2.611	7.486	1.617	0.0
ENSG00000273104	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000222018	0.0	7.009	8.0	0.0	9.216	0.0
ENSG00000205670	150.986	29.146	21.635	173.571	60.898	76.322
ENSG00000225555	1.0	0.0	0.0	0.0	1.474	1.0
ENSG00000159197	2.0	3.0	0.0	0.0	1.526	0.0
ENSG00000214955	5.362	3.735	3.624	3.409	5.832	1.012
ENSG00000224598	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000273102	0.0	0.0	0.0	0.0	1.0	1.0
ENSG00000252619	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000241837	1618.85	1300.87	1072.47	1168.25	1360.42	1588.74
ENSG00000205726	167.763	123.956	131.638	147.484	142.75	190.834
ENSG00000249209	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000159261	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000159147	100.912	115.469	79.881	105.342	141.283	127.899
ENSG00000159140	9229.06	9308.39	7857.53	8002.37	10164.6	9202.61
ENSG00000231355	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000226501	0.0	1.0	0.0	0.0	1.0	0.0
ENSG00000243646	2035.75	1873.8	2170.7	1975.54	3034.48	2043.66
ENSG00000249624	3.176	72.978	2.499	26.619	6.707	51.291
ENSG00000159110	1631.48	1653.68	1941.2	1652.75	2370.73	1927.89
ENSG00000184221	340.984	198.0	407.0	521.918	346.992	255.821
ENSG00000232539	5.0	2.0	2.0	1.0	0.0	5.0
ENSG00000205927	39.0	40.0	17.0	122.0	32.0	29.0
ENSG00000227757	2.016	0.0	2.0	3.082	1.007	4.179
ENSG00000205929	3.0	1.0	0.0	0.0	2.0	3.0
ENSG00000279690	0.0	1.0	1.0	0.0	1.0	1.0
ENSG00000238220	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186842	7.391	6.33	3.074	6.696	4.189	10.658
ENSG00000252045	1.0	1.0	1.0	1.0	0.0	0.0
ENSG00000166979	71.999	56.001	31.001	54.999	75.0	66.0
ENSG00000142207	371.302	304.922	251.412	226.873	382.187	415.308
ENSG00000232623	1.0	1.0	0.0	0.0	0.0	1.0
ENSG00000170262	0.0	1.445	0.0	0.0	0.0	0.0
ENSG00000227256	1.002	6.036	1.014	1.0	1.003	2.033
ENSG00000230323	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000237138	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000142149	9.102	20.84	16.159	16.565	21.48	17.371
ENSG00000229046	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000156304	672.0	630.001	474.999	635.001	925.999	683.0
ENSG00000238390	2.0	3.0	0.0	1.0	1.0	3.0
ENSG00000234509	21.241	19.378	28.92	17.607	28.563	15.739
ENSG00000230870	2.009	2.009	0.0	0.0	0.0	2.0
ENSG00000156299	1010.03	647.001	631.071	700.132	1093.16	1006.0
ENSG00000206102	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000233036	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000238257	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000236400	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000206104	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000184032	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186924	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186930	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000244362	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186925	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000236612	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000218125	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000235312	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237841	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186977	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000244025	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186965	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186970	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186971	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000240432	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000198390	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000206107	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000232263	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000188694	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000225267	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000156284	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000227342	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000156282	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000259981	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000232118	7.758	6.84	4.219	7.382	10.179	6.829
ENSG00000273017	3.0	8.0	5.0	10.0	17.0	5.0
ENSG00000248476	17.049	16.0	10.0	19.0	17.062	15.0
ENSG00000236056	2.0	3.0	2.0	6.0	2.0	9.0
ENSG00000156273	5043.71	6946.45	6897.1	6169.25	6459.2	6184.58
ENSG00000201984	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000232687	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000231125	13.0	11.919	6.109	8.01	16.019	8.029
ENSG00000156253	137.094	105.799	69.804	103.685	142.613	135.291
ENSG00000176054	5.003	5.003	1.001	1.001	2.003	3.003
ENSG00000215317	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000215005	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226935	1.0	2.0	1.0	0.0	2.0	2.0
ENSG00000232855	27.0	33.0	22.0	21.0	19.0	24.0
ENSG00000232079	8.109	12.646	10.372	12.304	19.392	19.439
ENSG00000234083	4.557	2.245	2.132	2.294	8.948	6.863
ENSG00000225298	1.0	2.0	0.0	0.0	0.0	0.0
ENSG00000234052	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000219592	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000217026	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000236332	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000266133	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000154736	40.0	31.0	34.0	58.0	41.0	55.0
ENSG00000273115	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197934	15.145	15.011	6.117	9.0	20.058	16.699
ENSG00000232692	1.0	0.0	1.0	0.0	0.0	0.0
ENSG00000229025	0.0	0.0	3.422	1.361	0.0	0.0
ENSG00000206802	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000273492	4.109	2.258	1.005	9.952	4.201	4.207
ENSG00000224541	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000251972	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000233783	12.984	7.65	11.601	13.127	5.991	5.103
ENSG00000142192	2015.02	2212.05	1567.64	1807.77	1846.37	2511.66
ENSG00000235514	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000154723	595.998	606.211	466.929	445.344	755.795	592.329
ENSG00000154719	201.0	176.0	128.0	134.0	199.0	201.001
ENSG00000283904	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000234883	75.0	62.0	34.0	48.0	75.0	79.0
ENSG00000229962	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000279534	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000213885	2.154	5.472	1.053	9.77	5.471	7.586
ENSG00000238627	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000274662	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000244278	0.0	0.0	3.0	3.0	4.0	0.0
ENSG00000230379	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000227090	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226983	1.023	1.286	0.0	0.0	0.0	0.0
ENSG00000237484	60.503	49.124	36.244	41.829	53.774	66.972
ENSG00000224832	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000224018	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231986	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000223822	0.0	0.0	1.0	0.0	0.0	2.0
ENSG00000223078	5.0	1.0	1.0	0.0	2.0	4.0
ENSG00000219368	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000275469	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230972	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000234034	0.0	1.115	0.0	2.0	4.55	1.108
ENSG00000202339	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231136	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000184856	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000233215	1.024	0.0	0.0	0.0	0.0	0.0
ENSG00000238265	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237527	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000234730	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226771	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000154654	0.0	2.0	1.0	0.0	0.0	1.0
ENSG00000276738	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000234439	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000251851	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000215353	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229336	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230198	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000212609	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226818	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000235965	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000232193	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000265841	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000224141	3.133	3.299	3.0	4.321	3.042	5.0
ENSG00000228708	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000227330	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000215369	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000154642	1157.99	1164.0	1025.01	1011.09	1215.06	1438.37
ENSG00000200754	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000266195	5.903	5.225	4.681	8.13	7.99	6.052
ENSG00000226580	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000252462	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000278181	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000225735	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237735	1.099	0.0	0.0	3.319	1.008	3.075
ENSG00000270093	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000207863	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000207638	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000224602	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000215386	1.0	2.135	2.394	2.126	1.0	4.017
ENSG00000155313	1584.77	1492.0	1484.0	1383.2	1893.0	1612.0
ENSG00000226298	0.0	2.0	3.0	0.0	3.0	6.0
ENSG00000224247	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229425	14.067	6.082	9.298	5.036	8.057	10.728
ENSG00000280082	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231201	0.0	0.0	1.0	0.0	0.0	2.0
ENSG00000229047	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000180530	784.0	793.001	638.0	575.0	720.0	791.0
ENSG00000225502	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226751	2.0	5.0	4.0	6.0	3.0	5.0
ENSG00000228600	1.0	0.0	1.0	1.0	0.0	0.0
ENSG00000243440	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000155304	583.0	676.0	427.0	432.0	689.0	659.0
ENSG00000243064	3.0	10.003	4.011	4.0	3.005	3.0
ENSG00000185272	34.0	43.0	31.0	15.0	44.0	48.0
ENSG00000240755	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000188992	0.0	2.0	0.0	0.0	0.0	0.0
ENSG00000277572	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000201812	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000249493	0.0	0.0	0.0	0.0	0.0	6.785
ENSG00000275170	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000183249	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000223287	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230965	0.0	0.0	0.0	0.0	1.698	0.0
ENSG00000228314	94.011	55.852	10.0	3.517	146.77	101.592
ENSG00000234538	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000215562	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000232797	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000278381	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226930	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000266211	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000185390	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000168122	0.0	0.0	0.0	0.0	0.0	0.0
