GeneID	Fold_change	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000151651	0.67677411093872	8710.40487485132	-0.563253713685262	0.102703718545626	-5.48425822999813	4.15207896698934e-08	6.51895611687378e-06
ENSG00000132471	0.668021307487834	3406.88098489513	-0.582033974647953	0.106399401131919	-5.47027491185144	4.49338043748818e-08	6.8904491215402e-06
ENSG00000177169	0.655998470090491	2349.72952509605	-0.608235644671191	0.11126666913918	-5.46646762572148	4.59092226780106e-08	6.94739434236579e-06
ENSG00000184922	0.696046797791097	11024.293246729	-0.522743787848631	0.0959401831419807	-5.44864279730454	5.07556322514908e-08	7.58104579901812e-06
ENSG00000167703	0.667257214308548	3757.16193963866	-0.583685096182316	0.10742153127001	-5.43359500913454	5.52298549310086e-08	8.14357130207089e-06
ENSG00000274180	0.538269240623646	1667.87116491996	-0.893600109930626	0.164873375937511	-5.41991758735694	5.96265160515752e-08	8.68056406467299e-06
ENSG00000165929	1.55526224831607	2187.36840483932	0.637157868101907	0.1176695101109	5.41480853877445	6.13543212940351e-08	8.82045061503372e-06
ENSG00000172354	0.710918503550849	5079.22668822938	-0.492243909531963	0.0910455324923296	-5.40656851640067	6.42436583560742e-08	9.12180635497789e-06
ENSG00000197405	0.621930665888833	9061.79001246362	-0.685174340180681	0.126905133736491	-5.39910656099537	6.69735867274715e-08	9.39345391405671e-06
ENSG00000196735	2.14236436150653	2163.42278088038	1.09920386656582	0.204655344000202	5.37100006811811	7.83011797426459e-08	1.0849902026749e-05
ENSG00000089159	0.716602470618895	8570.57698849293	-0.480755077373483	0.0896663431909441	-5.36160013071702	8.2487977538856e-08	1.1293978924695e-05
ENSG00000130402	0.666144193177043	4721.041506425	-0.586093598874387	0.109481141298345	-5.35337494589352	8.63287046508767e-08	1.16807815551733e-05
ENSG00000125753	0.685266240858545	8724.38385815012	-0.545263479456265	0.102067909940925	-5.34216366115319	9.18436752146766e-08	1.20118330674295e-05
ENSG00000129355	0.707607460602513	1888.76294697159	-0.498978835839338	0.0934002248678493	-5.34237296050772	9.17376613961981e-08	1.20118330674295e-05
ENSG00000160445	0.660361302134971	1186.0234241912	-0.598672515601916	0.112068239581154	-5.34203551192923	9.19086435904526e-08	1.20118330674295e-05
ENSG00000146592	0.573476291564708	4761.61114455107	-0.802194250754438	0.150573825290224	-5.32758100027176	9.95293972750985e-08	1.28616584051787e-05
ENSG00000017797	0.648672051793255	2969.30126551428	-0.624438813629097	0.117828289708612	-5.29956613283045	1.16078186292805e-07	1.4833502450595e-05
ENSG00000196923	0.656344637057459	2054.40403104454	-0.607474542829109	0.115097176001169	-5.27792743431809	1.30653181014574e-07	1.65125520313035e-05
ENSG00000166750	1.6177470558159	4389.25638685979	0.693986051619974	0.13174153749438	5.26778467003681	1.38079937288282e-07	1.72614930299188e-05
ENSG00000104973	0.627984521404887	1868.01724120828	-0.671199094954559	0.127673517589834	-5.25715205177369	1.46303345835744e-07	1.8092847101687e-05
ENSG00000179820	0.535597271213984	5672.51085298251	-0.900779484516552	0.17207038427805	-5.23494782844778	1.65031472109911e-07	2.01917761780435e-05
ENSG00000100393	0.682462835608335	3578.88306856124	-0.551177610530204	0.105377423284746	-5.23050947109264	1.69043515322047e-07	2.04649417865143e-05
ENSG00000213654	0.678085843522416	6750.32372955614	-0.560460169336224	0.107535760492085	-5.21184921900911	1.86967486738877e-07	2.23990944269148e-05
ENSG00000183625	0.342152427678569	1120.22644032826	-1.54728891110696	0.297372813890957	-5.20319558086547	1.958905183263e-07	2.32261531058843e-05
ENSG00000100266	0.649915042438759	3723.65671609346	-0.621676954997097	0.119655669006023	-5.19554953109496	2.04115978773042e-07	2.35488131084133e-05
ENSG00000181016	0.453827444846449	148.457937179421	-1.13978423742709	0.219401567631236	-5.19496852156866	2.0475448316158e-07	2.35488131084133e-05
ENSG00000100599	0.696198667998166	3018.03986389604	-0.522429041058859	0.100507396016597	-5.19791638988028	2.01534732811355e-07	2.35488131084133e-05
ENSG00000181444	0.590480811169316	1128.49560278129	-0.760037917704693	0.146450945607475	-5.18970986873505	2.10621996002637e-07	2.39837977824389e-05
ENSG00000101849	0.708707179198643	2304.05983836288	-0.496738431286185	0.0967510637460998	-5.13419090243552	2.83360367193807e-07	3.19502704225095e-05
ENSG00000005339	0.655202202401046	4602.74548044331	-0.609987888415573	0.119262753899417	-5.11465540138392	3.14314232793221e-07	3.50963882655809e-05
ENSG00000164054	0.696665493891225	4531.50130904981	-0.521461987063904	0.101992103802406	-5.11276822051007	3.17471739846668e-07	3.51081007690051e-05
ENSG00000197971	0.69910934423324	8268.7151221058	-0.516409976846131	0.1010921635705	-5.10830868196815	3.25055306947493e-07	3.56043912876487e-05
ENSG00000106348	0.697630072361202	4107.93464824553	-0.519465863959351	0.101792815570745	-5.10316824470122	3.34013802671705e-07	3.624049758988e-05
ENSG00000135083	0.580252633957809	1179.57571383319	-0.785246928434806	0.15482131618457	-5.07195616073095	3.93747107978059e-07	4.23222942883706e-05
ENSG00000138621	0.614967702637723	692.847795300114	-0.701417451050009	0.138766125422043	-5.05467345806997	4.31127770617424e-07	4.59111156469537e-05
ENSG00000181220	0.629007921726504	1578.86045607248	-0.668849908365347	0.132557383300047	-5.04573862061978	4.51772667187858e-07	4.7668233443372e-05
ENSG00000064666	0.666084142546072	7658.47639483608	-0.586223658782646	0.116327502932919	-5.03942441815068	4.66933981172941e-07	4.88200701588181e-05
ENSG00000166987	0.652358726393237	2388.82782001371	-0.616262586766778	0.122406361687944	-5.03456338599333	4.78939185012086e-07	4.92121209911102e-05
ENSG00000171608	0.698517425188016	10798.3913501507	-0.517631989390386	0.102818135936535	-5.03444246168689	4.79241592122801e-07	4.92121209911102e-05
ENSG00000072518	0.662011950008415	2088.38727581121	-0.595070835464723	0.118303932611079	-5.03001736570333	4.90435414669266e-07	4.99159088859401e-05
ENSG00000282508	0.564810416733724	3658.65218221331	-0.824161398573766	0.164118249765306	-5.02175352072266	5.12018630393575e-07	5.16554935803202e-05
ENSG00000131759	0.620860196720826	2877.21206302508	-0.687659651247085	0.137285977778229	-5.00895766906309	5.47256069883303e-07	5.33389157604056e-05
ENSG00000103653	0.695063045037284	4662.40301114044	-0.52478425282455	0.104751313079692	-5.0098107355018	5.44835901671859e-07	5.33389157604056e-05
ENSG00000139370	0.669796458036324	2265.2123644109	-0.578205347966265	0.115426411250657	-5.00929849331148	5.46287903264942e-07	5.33389157604056e-05
ENSG00000102886	0.586477788354194	298.649881503325	-0.769851624720635	0.153625306400832	-5.01122922229995	5.40834452193434e-07	5.33389157604056e-05
ENSG00000171051	0.56441171919034	20481.0247694816	-0.825180151172137	0.165162394193518	-4.99617455414995	5.84787326049309e-07	5.62197701287479e-05
ENSG00000128594	0.547064220901794	961.341149128869	-0.870217891233191	0.174197546752746	-4.99558063506122	5.86590071771998e-07	5.62197701287479e-05
ENSG00000188186	0.632516901665533	2508.83936192047	-0.660824063897397	0.132491102278463	-4.98768636182459	6.11066643530471e-07	5.80816319606938e-05
ENSG00000105352	0.479161598978471	1383.27301257203	-1.0614158027524	0.212921946190272	-4.9849995350122	6.19619619229399e-07	5.84118462357157e-05
ENSG00000177156	0.705784764150462	8400.45315412429	-0.502699808042351	0.101222603184755	-4.96628018076959	6.82493323385806e-07	6.3815900099676e-05
ENSG00000126262	0.565824965174641	5552.15441765298	-0.821572262552157	0.165861795632657	-4.95335444439379	7.29449276372163e-07	6.73541759892815e-05
ENSG00000160593	0.693767292142889	23321.0080957755	-0.527476268929496	0.106503565906776	-4.95266298774637	7.32046952322423e-07	6.73541759892815e-05
ENSG00000103187	0.706128495659986	14386.4689025032	-0.501997357306743	0.10153389694185	-4.94413562787059	7.64824452602613e-07	6.92617797589185e-05
ENSG00000136280	0.690130459464541	2948.91748850913	-0.535058985993836	0.108219709816623	-4.9441916532625	7.64604558259826e-07	6.92617797589185e-05
ENSG00000132589	0.720516721357626	7505.31865773216	-0.472896182822113	0.0961638331708922	-4.91760953394746	8.76074385132069e-07	7.85458003409328e-05
ENSG00000155849	0.692347676134198	1372.91828672285	-0.53043139709515	0.107894587062908	-4.91620026114823	8.82401333715097e-07	7.85458003409328e-05
ENSG00000110876	0.702409499243851	12458.648386783	-0.50961573916653	0.103685840289904	-4.91499840037609	8.87831844563192e-07	7.85458003409328e-05
ENSG00000065526	0.755662525992199	3270.2412976443	-0.404186014909622	0.082282604877256	-4.91216844085771	9.00746184532709e-07	7.87181135338048e-05
ENSG00000169994	0.532578418359102	211.81542560016	-0.908934127392429	0.185059533596221	-4.91157688409406	9.03468479824557e-07	7.87181135338048e-05
ENSG00000123329	0.693597041904915	9001.79170136596	-0.527830349208539	0.107581053528637	-4.90635043900211	9.27866810406953e-07	7.9419511392288e-05
ENSG00000115607	1.95339913799292	1834.21672535174	0.965986765184201	0.196921914677904	4.90543049393065	9.32226487827936e-07	7.9419511392288e-05
ENSG00000257335	0.567346283183459	9577.0613182116	-0.817698533371776	0.166692572851483	-4.90542871457335	9.32234939392999e-07	7.9419511392288e-05
ENSG00000120318	0.608551491851143	2435.62723628757	-0.716548754881231	0.146213443858803	-4.90070362868407	9.54940218003351e-07	8.07556429945334e-05
ENSG00000136156	0.657928560696139	28469.2825860769	-0.603997153365628	0.123341214888283	-4.89696127861805	9.73300076822705e-07	8.17074757922476e-05
ENSG00000163464	0.577821784656912	16880.7010079669	-0.791303498419868	0.161936929304934	-4.88649193124942	1.02648532240854e-06	8.5547881833483e-05
ENSG00000198792	0.649956728645421	1116.01121874723	-0.621584422048872	0.127925231457407	-4.85896656169687	1.18000058736818e-06	9.76344370886435e-05
ENSG00000101577	0.559119939318974	4300.40674038275	-0.83877029965429	0.172694089603074	-4.85697166348973	1.1919464384509e-06	9.79183999187417e-05
ENSG00000072786	0.742407983125534	8595.87255561816	-0.42971587101442	0.0886068558440155	-4.84969099649463	1.23653953226238e-06	0.000100861284826593
ENSG00000087589	0.651903523343388	1605.9963822381	-0.617269622291131	0.127416674222575	-4.84449642134645	1.2693320582985e-06	0.000102806957764021
ENSG00000128016	0.579498274381581	5992.9286593957	-0.787123729677776	0.162787616906945	-4.8352801314594	1.32958261800184e-06	0.000106765916260535
ENSG00000085514	0.623260605441758	3340.64565852782	-0.682092567971945	0.141097114800471	-4.8342063474261	1.33677870980932e-06	0.000106765916260535
ENSG00000215030	38.2909964486738	145.336256155877	5.2589332988951	1.08832054286751	4.83215476668191	1.35063191418604e-06	0.000107128397552094
ENSG00000130724	0.698770967551894	1716.05457133502	-0.517108426299276	0.107145091551134	-4.82624466331705	1.39131571783222e-06	0.000109599466238276
ENSG00000134571	0.511372261613191	238.994749473317	-0.967554188352426	0.201839325203085	-4.79368521163504	1.63745143600474e-06	0.000128111081397894
ENSG00000204389	0.661065759933609	5668.99360440884	-0.59713430301635	0.124649881036406	-4.79049236189762	1.66372556895869e-06	0.000129287214652662
ENSG00000205307	0.60605770443331	544.644936706998	-0.722472931657088	0.151217510776557	-4.77770681415747	1.77305649460688e-06	0.00013685854190922
ENSG00000182782	0.569627720537169	1842.60286976671	-0.811908739123097	0.170495206447148	-4.76206197254456	1.91624811214038e-06	0.00014692513025151
ENSG00000198373	0.710552209889483	2056.58799276576	-0.492987435311935	0.103579274188586	-4.759518148528	1.94055676845274e-06	0.000147803598635596
ENSG00000142552	0.516465892257533	414.326860267186	-0.953255019167233	0.200368232876709	-4.75751572732486	1.95989991449403e-06	0.00014829479550392
ENSG00000171777	0.679042669996653	3633.37297069159	-0.558425860832136	0.117500256519125	-4.75255014223093	2.00866933248903e-06	0.000150991542437623
ENSG00000160796	0.707384102375579	10089.5155404521	-0.499434298355791	0.105270479126288	-4.74429586053884	2.09232857686429e-06	0.00015525078040333
ENSG00000214655	0.737063109125178	2313.26437856633	-0.440139943241405	0.0927552554005052	-4.74517526086191	2.08325880534345e-06	0.00015525078040333
ENSG00000122359	0.703427622145313	5475.89483713038	-0.507526107166635	0.107049323496322	-4.74104917799011	2.12614312247446e-06	0.000156748538792172
ENSG00000130592	0.668010383650411	14420.867495984	-0.582057566552519	0.122948640133916	-4.7341521298531	2.19972694842832e-06	0.000161140507222128
ENSG00000140932	0.573427170142184	2230.74753346565	-0.802317830872705	0.169684644281643	-4.72828778508099	2.26421109875726e-06	0.000164219280524508
ENSG00000163694	0.661507809110945	2868.3588331977	-0.596169907243371	0.1261003676722	-4.7277412290591	2.27031263397938e-06	0.000164219280524508
ENSG00000156639	0.728455695297091	1668.70824228839	-0.457086864696255	0.096854179791194	-4.71933029304134	2.36622354469685e-06	0.00017008710617224
ENSG00000107341	0.671889550029091	2587.30167293797	-0.573704002838329	0.121676636196675	-4.7149890132647	2.41723792098876e-06	0.000172674865399327
ENSG00000187764	0.697198195040949	7049.5029598928	-0.520359260376207	0.110398191828892	-4.7134762966292	2.43526064843265e-06	0.000172888473565579
ENSG00000225217	0.393431180372773	1338.82719447014	-1.345816795668	0.28562783502501	-4.71178446438931	2.45557019988647e-06	0.000173260815146591
ENSG00000184730	0.65554863624362	6067.31681441768	-0.609225274525	0.129527400888477	-4.70344707255836	2.55805431593487e-06	0.000179391357851018
ENSG00000128335	0.720505178670009	1697.5590259375	-0.472919295001302	0.100692476737292	-4.69666960556702	2.64437668858543e-06	0.000184321068457097
ENSG00000198707	1.54232615605764	521.910888938392	0.625107884559309	0.133206644819022	4.69276803277041	2.69533051753002e-06	0.000186740941458511
ENSG00000167995	0.551759037804561	1672.13863371442	-0.857889738866328	0.183036166383285	-4.6869957769432	2.77244685620627e-06	0.000190933600558254
ENSG00000076662	0.658375838294556	12141.1128183963	-0.60301670355711	0.128748653420708	-4.68367386792506	2.81778221444355e-06	0.000192900674097115
ENSG00000131002	1.46130332286497	2595.82342670092	0.547255669567391	0.116981587263338	4.67813510117161	2.89495789633191e-06	0.000197011306305996
ENSG00000102882	0.695189669260247	1540.74805511159	-0.52452145148325	0.112215586100114	-4.67422993286596	2.95058618610758e-06	0.000199615833684843
ENSG00000142046	0.636336084682449	814.855141434417	-0.652139160133611	0.139622104252135	-4.67074438984211	3.00110195100381e-06	0.000201846044084765
ENSG00000057704	0.664839141099074	1906.49630202689	-0.588922774440874	0.126603008623627	-4.6517281132841	3.29164886634715e-06	0.000220100311696852
ENSG00000125735	0.649340235847496	1680.80604702015	-0.622953487310105	0.133961619564857	-4.6502385484262	3.31551313193558e-06	0.000220414546418446
ENSG00000105329	0.714993254892316	3706.85292033921	-0.483998463037323	0.104227270642597	-4.64368355856681	3.42251637353172e-06	0.000224927776068505
ENSG00000115756	0.696899286566255	1101.34883261296	-0.520977916942792	0.112182030706204	-4.64404070476484	3.4166020241136e-06	0.000224927776068505
ENSG00000158517	0.486001019958311	9890.32964188109	-1.04096875330476	0.224368273072276	-4.63955415376143	3.49161634244725e-06	0.000228165224741396
ENSG00000116701	0.699738080401603	20903.5772539391	-0.515113088283113	0.111099406044357	-4.63650623008236	3.54347519800785e-06	0.000230245809334962
ENSG00000133318	0.672149326979065	6102.60803278945	-0.573146312240916	0.123694504749093	-4.6335632565368	3.5942486460607e-06	0.000232232885833394
ENSG00000269981	0.510143827102832	131.422677692042	-0.971024045068433	0.209813131384794	-4.62804229010618	3.69138647925249e-06	0.000237176736859681
ENSG00000118515	0.586379419670361	2691.32062934035	-0.770093625216017	0.167099237975808	-4.608600461287	4.05388487573319e-06	0.000259020721976708
ENSG00000170892	0.664801282029224	1786.74916457762	-0.589004930625945	0.127886930056838	-4.60566947978317	4.11140975158644e-06	0.000261244881508263
ENSG00000168610	0.703220228822091	6373.58277962401	-0.507951523266176	0.110573305307589	-4.59379885455333	4.35248936600179e-06	0.000275043847243882
ENSG00000188895	0.67484192344662	8661.58582499022	-0.567378493416891	0.123697906707755	-4.58680755816963	4.5007518612936e-06	0.000282858727632446
ENSG00000159445	1.63189730277031	337.528097397	0.706550269658766	0.154291500782487	4.57932074077644	4.66488390026553e-06	0.000291580596396488
ENSG00000175215	0.692204521832616	9155.64363979804	-0.530729728934156	0.115992726021233	-4.57554320119182	4.74985933728109e-06	0.000295287201286864
ENSG00000116741	0.631576598359823	27176.776638565	-0.662970378495579	0.144946033103781	-4.57391185049469	4.78701305232982e-06	0.000295996973735727
ENSG00000188158	0.570626640240262	395.152193920839	-0.809380992823422	0.177485894947319	-4.56025529839236	5.10914677315587e-06	0.000314226187369335
ENSG00000213741	1.30901459371344	9499.74299033282	0.388481181439495	0.0853466858833117	4.55180160095071	5.31884811395694e-06	0.000325383362545844
ENSG00000172216	0.743070511948324	2516.81287782969	-0.428428976436501	0.0942408438865357	-4.54610717357669	5.46472176550147e-06	0.000332538439285886
ENSG00000161638	0.715461875753088	4271.59182018099	-0.483053201628425	0.106503488367517	-4.53556225277361	5.74502288690514e-06	0.000347755306433137
ENSG00000130985	0.751477681305681	3860.01424372764	-0.412197837781997	0.090922076420837	-4.533528643518	5.80063958815286e-06	0.000349283538760974
ENSG00000116514	0.650659776056511	2101.71504573187	-0.620024726152947	0.137031705449067	-4.52468079647015	6.04867269378357e-06	0.000362321795058358
